邊緣運算  ㄅㄧㄢˉㄩㄢˊㄩㄣˋㄙㄨㄢˋ
景氣對策信號  ㄐㄧㄥˇㄑㄧˋㄉㄨㄟˋㄘㄜˋㄒㄧㄣˋㄏㄠˋ
景氣領先指標  ㄐㄧㄥˇㄑㄧˋㄌㄧㄥˇㄒㄧㄢˉㄓˇㄅㄧㄠˉ
景氣同時指標  ㄐㄧㄥˇㄑㄧˋㄊㄨㄥˊㄕˊㄓˇㄅㄧㄠˉ
景氣落後指標  ㄐㄧㄥˇㄑㄧˋㄌㄨㄛˋㄏㄡˋㄓˇㄅㄧㄠˉ
進出口貿易統計  ㄐㄧㄣˋㄔㄨˉㄎㄡˇㄇㄠˋㄧˋㄊㄨㄥˇㄐㄧˋ
經常帳順差  ㄐㄧㄥˉㄔㄤˊㄓㄤˋㄕㄨㄣˋㄔㄚˋ
資本帳流向  ㄗˉㄅㄣˇㄓㄤˋㄌㄧㄡˊㄒㄧㄤˋ
國際收支平衡  ㄍㄨㄛˊㄐㄧˋㄕㄡˉㄓˉㄆㄧㄥˊㄏㄥˊ
外人直接投資  ㄨㄞˋㄖㄣˊㄓˊㄐㄧㄝˉㄊㄡˊㄗˉ
對外直接投資  ㄉㄨㄟˋㄨㄞˋㄓˊㄐㄧㄝˉㄊㄡˊㄗˉ
主權信用評等  ㄓㄨˇㄑㄩㄢˊㄒㄧㄣˋㄩㄥˋㄆㄧㄥˊㄉㄥˇ
公債殖利率曲線  ㄍㄨㄥˉㄓㄞˋㄓˊㄌㄧˋㄌㄩˋㄑㄩˉㄒㄧㄢˋ
殖利率倒掛  ㄓˊㄌㄧˋㄌㄩˋㄉㄠˋㄍㄨㄚˋ
通膨預期心理  ㄊㄨㄥˉㄆㄥˊㄩˋㄑㄧˊㄒㄧㄣˉㄌㄧˇ
升息循環週期  ㄕㄥˉㄒㄧˊㄒㄩㄣˊㄏㄨㄢˊㄓㄡˉㄑㄧˊ
降息寬鬆貨幣  ㄐㄧㄤˋㄒㄧˊㄎㄨㄢˉㄙㄨㄥˉㄏㄨㄛˋㄅㄧˋ
量化寬鬆政策  ㄌㄧㄤˋㄏㄨㄚˋㄎㄨㄢˉㄙㄨㄥˉㄓㄥˋㄘㄜˋ
縮減資產負債表  ㄙㄨㄛˉㄐㄧㄢˇㄗˉㄔㄢˇㄈㄨˋㄓㄞˋㄅㄧㄠˇ
隔夜拆款利率  ㄍㄜˊㄧㄝˋㄔㄞˉㄎㄨㄢˇㄌㄧˋㄌㄩˋ
商業本票發行  ㄕㄤˉㄧㄝˋㄅㄣˇㄆㄧㄠˋㄈㄚˉㄒㄧㄥˊ
可轉讓定存單  ㄎㄜˇㄓㄨㄢˇㄖㄤˋㄉㄧㄥˋㄘㄨㄣˊㄉㄢˉ
附買回交易  ㄈㄨˋㄇㄞˇㄏㄨㄟˊㄐㄧㄠˉㄧˋ
附賣回交易  ㄈㄨˋㄇㄞˋㄏㄨㄟˊㄐㄧㄠˉㄧˋ
短期票券次級市場  ㄉㄨㄢˇㄑㄧˉㄆㄧㄠˋㄑㄩㄢˋㄘˋㄐㄧˊㄕˋㄔㄤˇ
公司債次級市場  ㄍㄨㄥˉㄙˉㄓㄞˋㄘˋㄐㄧˊㄕˋㄔㄤˇ
政府公債標售  ㄓㄥˋㄈㄨˇㄍㄨㄥˉㄓㄞˋㄅㄧㄠˉㄕㄡˋ
中央公債開標  ㄓㄨㄥˉㄧㄤˉㄍㄨㄥˉㄓㄞˋㄎㄞˉㄅㄧㄠˉ
指標公債殖利率  ㄓˇㄅㄧㄠˉㄍㄨㄥˉㄓㄞˋㄓˊㄌㄧˋㄌㄩˋ
債券信用評等  ㄓㄞˋㄑㄩㄢˋㄒㄧㄣˋㄩㄥˋㄆㄧㄥˊㄉㄥˇ
信用違約交換  ㄒㄧㄣˋㄩㄥˋㄨㄟˊㄩㄝˉㄐㄧㄠˉㄏㄨㄢˋ
資產證券化  ㄗˉㄔㄢˇㄓㄥˋㄑㄩㄢˋㄏㄨㄚˋ
不動產投資信託  ㄅㄨˋㄉㄨㄥˋㄔㄢˇㄊㄡˊㄗˉㄒㄧㄣˋㄊㄨㄛˉ
受益證券次級交易  ㄕㄡˋㄧˋㄓㄥˋㄑㄩㄢˋㄘˋㄐㄧˊㄐㄧㄠˉㄧˋ
金融資產證券化  ㄐㄧㄣˉㄖㄨㄥˊㄗˉㄔㄢˇㄓㄥˋㄑㄩㄢˋㄏㄨㄚˋ
封閉型基金  ㄈㄥˉㄅㄧˋㄒㄧㄥˊㄐㄧˉㄐㄧㄣˉ
避險策略部位  ㄅㄧˋㄒㄧㄢˇㄘㄜˋㄌㄩㄝˋㄅㄨˋㄨㄟˋ
多頭避險操作  ㄉㄨㄛˉㄊㄡˊㄅㄧˋㄒㄧㄢˇㄘㄠˉㄗㄨㄛˋ
空頭避險操作  ㄎㄨㄥˉㄊㄡˊㄅㄧˋㄒㄧㄢˇㄘㄠˉㄗㄨㄛˋ
套利交易策略  ㄊㄠˋㄌㄧˋㄐㄧㄠˉㄧˋㄘㄜˋㄌㄩㄝˋ
基差風險控制  ㄐㄧˉㄔㄚˋㄈㄥˉㄒㄧㄢˇㄎㄨㄥˋㄓˋ
保證金追繳通知  ㄅㄠˇㄓㄥˋㄐㄧㄣˉㄓㄨㄟˉㄐㄧㄠˇㄊㄨㄥˉㄓˉ
維持保證金水位  ㄨㄟˊㄔˊㄅㄠˇㄓㄥˋㄐㄧㄣˉㄕㄨㄟˇㄨㄟˋ
原始保證金存入  ㄩㄢˊㄕˇㄅㄠˇㄓㄥˋㄐㄧㄣˉㄘㄨㄣˊㄖㄨˋ
超額保證金提取  ㄔㄠˉㄜˊㄅㄠˇㄓㄥˋㄐㄧㄣˉㄊㄧˊㄑㄩˇ
強制平倉停損  ㄑㄧㄤˊㄓˋㄆㄧㄥˊㄘㄤˉㄊㄧㄥˊㄙㄨㄣˇ
結算價決定方式  ㄐㄧㄝˊㄙㄨㄢˋㄐㄧㄚˋㄐㄩㄝˊㄉㄧㄥˋㄈㄤˉㄕˋ
未平倉合約數  ㄨㄟˋㄆㄧㄥˊㄘㄤˉㄏㄜˊㄩㄝˉㄕㄨˋ
交割結算基金  ㄐㄧㄠˉㄍㄜˉㄐㄧㄝˊㄙㄨㄢˋㄐㄧˉㄐㄧㄣˉ
反應  ㄈㄢˇㄧㄥˉ
期中  ㄑㄧˉㄓㄨㄥˉ
顧主  ㄍㄨˋㄓㄨˇ
網戰  ㄨㄤˇㄓㄢˋ
實裝  ㄕˊㄓㄨㄤˉ
智造  ㄓˋㄗㄠˋ
專頁  ㄓㄨㄢˉㄧㄝˋ
錢途  ㄑㄧㄢˊㄊㄨˊ
錢景  ㄑㄧㄢˊㄐㄧㄥˇ
塗畫  ㄊㄨˊㄏㄨㄚˋ
異象  ㄧˋㄒㄧㄤˋ
悅讀  ㄩㄝˋㄉㄨˊ
佔場  ㄓㄢˋㄔㄤˇ
治傷  ㄓˋㄕㄤˉ
心水  ㄒㄧㄣˉㄕㄨㄟˇ
